FID,Geocodigo,Nome,MoradDPPOCanalizCasaTot,MoradDPPOCanalizTerrTot,MoradDPPOSemCanalizTot,MoradDPPOTotTot,PercMoradDPPOCanalizCasaTot,PercMoradDPPOCanalizTerrTot,PercMoradDPPOSemCanalizTot
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d84,4125605,São Mateus do Sul - PR,42016,200,111,42327,99.27,0.47,0.26
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d83,4125704,São Miguel do Iguaçu - PR,28435,574,74,29083,97.77,1.97,0.25
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d82,4125753,São Pedro do Iguaçu - PR,5732,3,3,5738,99.9,0.05,0.05
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d81,4125803,São Pedro do Ivaí - PR,8686,2,,8688,99.98,0.02,
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d80,4125902,São Pedro do Paraná - PR,2649,8,,2657,99.7,0.3,
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d7f,4126009,São Sebastião da Amoreira - PR,8057,1,,8058,99.99,0.01,
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d7e,4126108,São Tomé - PR,5230,1,,5231,99.98,0.02,
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d7d,4126207,Sapopema - PR,6617,28,7,6652,99.47,0.42,0.11
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d7c,4126256,Sarandi - PR,118248,60,2,118310,99.95,0.05,0
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d7b,4126272,Saudade do Iguaçu - PR,6104,,4,6108,99.93,,0.07
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d7a,4126306,Sengés - PR,17209,35,3,17247,99.78,0.2,0.02
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d79,4126355,Serranópolis do Iguaçu - PR,4993,12,2,5007,99.72,0.24,0.04
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d78,4126405,Sertaneja - PR,5615,1,,5616,99.98,0.02,
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d77,4126504,Sertanópolis - PR,15909,6,,15915,99.96,0.04,
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d76,4126603,Siqueira Campos - PR,22688,17,15,22720,99.86,0.07,0.07
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d75,4126652,Sulina - PR,3432,4,2,3438,99.83,0.12,0.06
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d74,4126678,Tamarana - PR,10363,241,,10604,97.73,2.27,
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d73,4126702,Tamboara - PR,4795,,85,4880,98.26,,1.74
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d72,4126801,Tapejara - PR,15827,34,,15861,99.79,0.21,
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d71,4126900,Tapira - PR,5637,72,,5709,98.74,1.26,
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d70,4127007,Teixeira Soares - PR,9479,24,10,9513,99.64,0.25,0.11
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d6f,4127106,Telêmaco Borba - PR,74662,19,18,74699,99.95,0.03,0.02
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d6e,4127205,Terra Boa - PR,17516,20,,17536,99.89,0.11,
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d6d,4127304,Terra Rica - PR,14771,34,1,14806,99.76,0.23,0.01
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d6c,4127403,Terra Roxa - PR,17435,607,70,18112,96.26,3.35,0.39
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d6b,4127502,Tibagi - PR,19857,42,23,19922,99.67,0.21,0.12
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d6a,4127601,Tijucas do Sul - PR,17492,34,50,17576,99.52,0.19,0.28
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d69,4127700,Toledo - PR,149944,57,23,150024,99.95,0.04,0.02
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d68,4127809,Tomazina - PR,8402,3,16,8421,99.77,0.04,0.19
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d67,4127858,Três Barras do Paraná - PR,11083,32,13,11128,99.6,0.29,0.12
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d66,4127882,Tunas do Paraná - PR,6191,17,7,6215,99.61,0.27,0.11
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d65,4127908,Tuneiras do Oeste - PR,8066,,1,8067,99.99,,0.01
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d64,4127957,Tupãssi - PR,8035,36,5,8076,99.49,0.45,0.06
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d63,4127965,Turvo - PR,14088,80,57,14225,99.04,0.56,0.4
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d62,4128005,Ubiratã - PR,24669,17,4,24690,99.91,0.07,0.02
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d61,4128104,Umuarama - PR,116578,106,19,116703,99.89,0.09,0.02
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d60,4128203,União da Vitória - PR,54716,51,50,54817,99.82,0.09,0.09
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d5f,4128302,Uniflor - PR,2133,2,,2135,99.91,0.09,
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d5e,4128401,Uraí - PR,10374,6,4,10384,99.9,0.06,0.04
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d5d,4128500,Wenceslau Braz - PR,18991,43,9,19043,99.73,0.23,0.05
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d5c,4128534,Ventania - PR,9661,2,1,9664,99.97,0.02,0.01
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d5b,4128559,Vera Cruz do Oeste - PR,8209,1,3,8213,99.95,0.01,0.04
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d5a,4128609,Verê - PR,7911,5,6,7922,99.86,0.06,0.08
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d59,4128625,Alto Paraíso - PR,3001,,,3001,100,,
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d58,4128633,Doutor Ulysses - PR,5672,21,3,5696,99.58,0.37,0.05
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d57,4128658,Virmond - PR,3792,9,8,3809,99.55,0.24,0.21
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d56,4128708,Vitorino - PR,9609,93,,9702,99.04,0.96,
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d55,4128807,Xambrê - PR,5784,3,,5787,99.95,0.05,
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d54,4200051,Abdon Batista - SC,2584,2,7,2593,99.65,0.08,0.27
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d53,4200101,Abelardo Luz - SC,17185,70,29,17284,99.43,0.41,0.17
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d52,4200200,Agrolândia - SC,10970,13,4,10987,99.85,0.12,0.04
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d51,4200309,Agronômica - SC,5994,27,14,6035,99.32,0.45,0.23
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d50,4200408,Água Doce - SC,6356,134,1,6491,97.92,2.06,0.02
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d4f,4200507,Águas de Chapecó - SC,6017,7,10,6034,99.72,0.12,0.17
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d4e,4200556,Águas Frias - SC,2836,,3,2839,99.89,,0.11
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d4d,4200606,Águas Mornas - SC,6733,7,3,6743,99.85,0.1,0.04
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d4c,4200705,Alfredo Wagner - SC,10385,79,1,10465,99.24,0.75,0.01
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d4b,4200754,Alto Bela Vista - SC,1856,,,1856,100,,
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d4a,4200804,Anchieta - SC,5934,,,5934,100,,
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d49,4205209,Erval Velho - SC,4822,3,1,4826,99.92,0.06,0.02
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d48,4200903,Angelina - SC,5312,14,4,5330,99.66,0.26,0.08
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d47,4201000,Anita Garibaldi - SC,8275,2,4,8281,99.93,0.02,0.05
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d46,4201109,Anitápolis - SC,3561,14,3,3578,99.52,0.39,0.08
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d45,4201208,Antônio Carlos - SC,11197,2,,11199,99.98,0.02,
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d44,4201257,Apiúna - SC,9795,13,3,9811,99.84,0.13,0.03
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d43,4201273,Arabutã - SC,4370,3,4,4377,99.84,0.07,0.09
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d42,4201307,Araquari - SC,44844,268,102,45214,99.18,0.59,0.23
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d41,4201406,Araranguá - SC,69718,1720,73,71511,97.49,2.41,0.1
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d40,4201505,Armazém - SC,8822,7,,8829,99.92,0.08,
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d3f,4201604,Arroio Trinta - SC,3555,1,,3556,99.97,0.03,
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d3e,4201653,Arvoredo - SC,2500,6,1,2507,99.72,0.24,0.04
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d3d,4201703,Ascurra - SC,8225,22,69,8316,98.91,0.26,0.83
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d3c,4201802,Atalanta - SC,3219,4,,3223,99.88,0.12,
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d3b,4201901,Aurora - SC,6762,3,2,6767,99.93,0.04,0.03
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d3a,4201950,Balneário Arroio do Silva - SC,15682,42,35,15759,99.51,0.27,0.22
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d39,4202008,Balneário Camboriú - SC,138369,259,73,138701,99.76,0.19,0.05
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d38,4202057,Balneário Barra do Sul - SC,14783,102,14,14899,99.22,0.68,0.09
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d37,4202073,Balneário Gaivota - SC,15585,16,39,15640,99.65,0.1,0.25
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d36,4202081,Bandeirante - SC,3126,12,5,3143,99.46,0.38,0.16
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d35,4202099,Barra Bonita - SC,1647,12,2,1661,99.16,0.72,0.12
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d34,4202107,Barra Velha - SC,44918,186,35,45139,99.51,0.41,0.08
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d33,4202131,Bela Vista do Toldo - SC,5785,36,33,5854,98.82,0.61,0.56
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d32,4202156,Belmonte - SC,2650,5,2,2657,99.74,0.19,0.08
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d31,4202206,Benedito Novo - SC,10198,17,293,10508,97.05,0.16,2.79
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d30,4202305,Biguaçu - SC,76335,142,29,76506,99.78,0.19,0.04
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d2f,4202404,Blumenau - SC,357609,524,419,358552,99.74,0.15,0.12
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d2e,4202438,Bocaina do Sul - SC,3506,6,,3512,99.83,0.17,
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d2d,4202453,Bombinhas - SC,24797,42,36,24875,99.69,0.17,0.14
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d2c,4202503,Bom Jardim da Serra - SC,4012,10,1,4023,99.73,0.25,0.02
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d2b,4202537,Bom Jesus - SC,2758,11,6,2775,99.39,0.4,0.22
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d2a,4202578,Bom Jesus do Oeste - SC,2172,8,1,2181,99.59,0.37,0.05
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d29,4202602,Bom Retiro - SC,8403,4,1,8408,99.94,0.05,0.01
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d28,4202701,Botuverá - SC,5362,,1,5363,99.98,,0.02
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d27,4202800,Braço do Norte - SC,33435,265,33,33733,99.12,0.79,0.1
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d26,4202859,Braço do Trombudo - SC,3967,7,2,3976,99.77,0.18,0.05
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d25,4202875,Brunópolis - SC,2477,8,1,2486,99.64,0.32,0.04
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d24,4202909,Brusque - SC,140409,382,93,140884,99.66,0.27,0.07
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d23,4203006,Caçador - SC,73394,190,22,73606,99.71,0.26,0.03
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d22,4203105,Caibi - SC,6285,2,8,6295,99.84,0.03,0.13
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d21,4203154,Calmon - SC,3430,9,,3439,99.74,0.26,
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d20,4203204,Camboriú - SC,102162,643,189,102994,99.19,0.62,0.18
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d1f,4203253,Capão Alto - SC,2602,22,1,2625,99.12,0.84,0.04
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d1e,4203303,Campo Alegre - SC,12120,50,273,12443,97.4,0.4,2.19
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d1d,4203402,Campo Belo do Sul - SC,7230,12,4,7246,99.78,0.17,0.06
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d1c,4203501,Campo Erê - SC,9487,48,40,9575,99.08,0.5,0.42
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d1b,4203600,Campos Novos - SC,36633,128,29,36790,99.57,0.35,0.08
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d1a,4203709,Canelinha - SC,12787,25,4,12816,99.77,0.2,0.03
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d19,4203808,Canoinhas - SC,54310,159,268,54737,99.22,0.29,0.49
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d18,4203907,Capinzal - SC,23282,3,3,23288,99.97,0.01,0.01
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d17,4203956,Capivari de Baixo - SC,23735,113,82,23930,99.19,0.47,0.34
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d16,4204004,Catanduvas - SC,10557,9,,10566,99.91,0.09,
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d15,4204103,Caxambu do Sul - SC,4604,7,1,4612,99.83,0.15,0.02
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d14,4204152,Celso Ramos - SC,2802,,3,2805,99.89,,0.11
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d13,4204178,Cerro Negro - SC,3309,3,5,3317,99.76,0.09,0.15
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d12,4204194,Chapadão do Lageado - SC,2946,,,2946,100,,
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d11,4204202,Chapecó - SC,250424,1182,260,251866,99.43,0.47,0.1
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d10,4204251,Cocal do Sul - SC,17163,33,16,17212,99.72,0.19,0.09
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d0f,4204301,Concórdia - SC,81313,75,35,81423,99.86,0.09,0.04
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d0e,4204350,Cordilheira Alta - SC,4756,18,7,4781,99.48,0.38,0.15
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d0d,4204400,Coronel Freitas - SC,10059,26,274,10359,97.1,0.25,2.65
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d0c,4204459,Coronel Martins - SC,2054,6,,2060,99.71,0.29,
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d0b,4204509,Corupá - SC,15210,15,3,15228,99.88,0.1,0.02
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d0a,4204558,Correia Pinto - SC,15659,12,29,15700,99.74,0.08,0.18
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d09,4204608,Criciúma - SC,211948,229,36,212213,99.88,0.11,0.02
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d08,4204707,Cunha Porã - SC,10829,3,32,10864,99.68,0.03,0.29
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d07,4204756,Cunhataí - SC,1963,1,,1964,99.95,0.05,
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d06,4204806,Curitibanos - SC,39868,53,54,39975,99.73,0.13,0.14
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d05,4204905,Descanso - SC,8492,10,3,8505,99.85,0.12,0.04
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d04,4205001,Dionísio Cerqueira - SC,14888,43,46,14977,99.41,0.29,0.31
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d03,4205100,Dona Emma - SC,4195,8,3,4206,99.74,0.19,0.07
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d02,4205159,Doutor Pedrinho - SC,3613,7,17,3637,99.34,0.19,0.47
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d01,4205175,Entre Rios - SC,3220,176,6,3402,94.65,5.17,0.18
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5d00,4205191,Ermo - SC,2252,,,2252,100,,
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5cff,4205308,Faxinal dos Guedes - SC,11001,185,3,11189,98.32,1.65,0.03
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5cfe,4205357,Flor do Sertão - SC,1777,4,2,1783,99.66,0.22,0.11
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5cfd,4205407,Florianópolis - SC,531349,1175,383,532907,99.71,0.22,0.07
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5cfc,4205431,Formosa do Sul - SC,2673,,2,2675,99.93,,0.07
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5cfb,4205456,Forquilhinha - SC,31300,20,16,31336,99.89,0.06,0.05
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5cfa,4205506,Fraiburgo - SC,33336,108,19,33463,99.62,0.32,0.06
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5cf9,4205555,Frei Rogério - SC,2407,1,3,2411,99.83,0.04,0.12
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5cf8,4205605,Galvão - SC,3166,1,,3167,99.97,0.03,
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5cf7,4205704,Garopaba - SC,29739,42,17,29798,99.8,0.14,0.06
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5cf6,4205803,Garuva - SC,18451,31,4,18486,99.81,0.17,0.02
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5cf5,4205902,Gaspar - SC,72120,314,35,72469,99.52,0.43,0.05
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5cf4,4206009,Governador Celso Ramos - SC,16891,11,4,16906,99.91,0.07,0.02
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5cf3,4206108,Grão-Pará - SC,6264,13,,6277,99.79,0.21,
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5cf2,4206207,Gravatal - SC,9998,518,1843,12359,80.9,4.19,14.91
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5cf1,4206306,Guabiruba - SC,24454,73,16,24543,99.64,0.3,0.07
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5cf0,4206405,Guaraciaba - SC,10730,57,3,10790,99.44,0.53,0.03
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-5cef,4206504,Guaramirim - SC,46262,294,69,46625,99.22,0.63,0.15
